,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,ORPHA,DOID
9918,HP:0002583,Colitis,C0009319,Colitis,Colitis,ORPHA:37042,37042,0090110
9919,HP:0002583,Colitis,DOID:0060180,colitis,Colitis,ORPHA:37042,37042,0090110
9920,HP:0008404,Nail dystrophy,C0221260,Nail dystrophy,Nail dystrophy,ORPHA:37042,37042,0090110
9921,HP:0001287,Meningitis,C0025289,Meningitis,Meningitis,ORPHA:37042,37042,0090110
9922,HP:0001287,Meningitis,DOID:9471,meningitis,Meningitis,ORPHA:37042,37042,0090110
9923,HP:0002716,Lymphadenopathy,C0497156,Lymphadenopathy,Lymphadenopathy,ORPHA:37042,37042,0090110
9924,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,ORPHA:37042,37042,0090110
9925,HP:0001875,Neutropenia,C0027947,Neutropenia,Neutropenia,ORPHA:37042,37042,0090110
9926,HP:0001875,Neutropenia,DOID:1227,neutropenia,Neutropenia,ORPHA:37042,37042,0090110
9927,HP:0001973,Autoimmune thrombocytopenia,C0242584,Autoimmune thrombocytopenia,Autoimmune thrombocytopenia,ORPHA:37042,37042,0090110
9928,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,ORPHA:37042,37042,0090110
9929,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,ORPHA:37042,37042,0090110
9930,HP:0100806,Sepsis,C0243026,Sepsis,Sepsis,ORPHA:37042,37042,0090110
9931,HP:0001744,Splenomegaly,C0038002,Splenomegaly,Splenomegaly,ORPHA:37042,37042,0090110
9932,HP:0002014,Diarrhea,DOID:13250,diarrhea,Diarrhea,ORPHA:37042,37042,0090110
9933,HP:0002014,Diarrhea,D003967,Diarrhea,Diarrhea,ORPHA:37042,37042,0090110
9934,HP:0001878,Hemolytic anemia,DOID:583,hemolytic anemia,Hemolytic anemia,ORPHA:37042,37042,0090110
9935,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:37042,37042,0090110
9936,HP:0000123,Nephritis,C0027697,Nephritis,Nephritis,ORPHA:37042,37042,0090110
9937,HP:0000123,Nephritis,DOID:10952,nephritis,Nephritis,ORPHA:37042,37042,0090110
9938,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:37042,37042,0090110
9939,HP:0002098,Respiratory distress,C0476273,Respiratory distress,Respiratory distress,ORPHA:37042,37042,0090110
9940,HP:0002024,Malabsorption,C0024523,Malabsorption,Malabsorption,ORPHA:37042,37042,0090110
9941,HP:0001596,Alopecia,C0002170,Alopecia,Alopecia,ORPHA:37042,37042,0090110
9942,HP:0001596,Alopecia,DOID:987,alopecia,Alopecia,ORPHA:37042,37042,0090110
9943,HP:0000964,Eczema,C0013595,Eczema,Eczema,ORPHA:37042,37042,0090110
9944,HP:0000100,Nephrotic syndrome,C0027726,Nephrotic syndrome,Nephrotic syndrome,ORPHA:37042,37042,0090110
9945,HP:0000100,Nephrotic syndrome,DOID:1184,nephrotic syndrome,Nephrotic syndrome,ORPHA:37042,37042,0090110
9946,HP:0100646,Thyroiditis,C0040147,Thyroiditis,Thyroiditis,ORPHA:37042,37042,0090110
9947,HP:0100646,Thyroiditis,DOID:7166,thyroiditis,Thyroiditis,ORPHA:37042,37042,0090110
9948,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:37042,37042,0090110
9949,HP:0100651,Type I diabetes mellitus,C0011854,Type 1 diabetes mellitus,Type I diabetes mellitus,ORPHA:37042,37042,0090110
9950,HP:0100651,Type I diabetes mellitus,C0011860,Type 2 diabetes mellitus,Type I diabetes mellitus,ORPHA:37042,37042,0090110
9951,HP:0100651,Type I diabetes mellitus,DOID:9744,type 1 diabetes mellitus,Type I diabetes mellitus,ORPHA:37042,37042,0090110
9952,HP:0100651,Type I diabetes mellitus,DOID:9352,type 2 diabetes mellitus,Type I diabetes mellitus,ORPHA:37042,37042,0090110
9953,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:37042,37042,0090110
9954,HP:0002901,Hypocalcemia,C0020598,Hypocalcaemia,Hypocalcemia,ORPHA:37042,37042,0090110
9955,HP:0002094,Dyspnea,D004417,Dyspnea,Dyspnea,ORPHA:37042,37042,0090110
9956,HP:0002754,Osteomyelitis,C0029443,Osteomyelitis,Osteomyelitis,ORPHA:37042,37042,0090110
9957,HP:0002754,Osteomyelitis,DOID:1019,osteomyelitis,Osteomyelitis,ORPHA:37042,37042,0090110
9958,HP:0004386,Gastrointestinal inflammation,C1535950,Gastrointestinal inflammation,Gastrointestinal inflammation,ORPHA:37042,37042,0090110
9959,HP:0001931,Hypochromic anemia,DOID:11759,hypochromic anemia,Hypochromic anemia,ORPHA:37042,37042,0090110
9960,HP:0001931,Hypochromic anemia,C0002884,Hypochromic anaemia,Hypochromic anemia,ORPHA:37042,37042,0090110
9961,HP:0012115,Hepatitis,C0019158,Hepatitis,Hepatitis,ORPHA:37042,37042,0090110
9962,HP:0012115,Hepatitis,DOID:2237,hepatitis,Hepatitis,ORPHA:37042,37042,0090110
9963,HP:0001890,Autoimmune hemolytic anemia,DOID:718,autoimmune hemolytic anemia,Autoimmune hemolytic anemia,ORPHA:37042,37042,0090110
9964,HP:0001890,Autoimmune hemolytic anemia,C0002880,Autoimmune haemolytic anaemia,Autoimmune hemolytic anemia,ORPHA:37042,37042,0090110
9965,HP:0000099,Glomerulonephritis,C0017658,Glomerulonephritis,Glomerulonephritis,ORPHA:1830,1830,0060490
9966,HP:0000099,Glomerulonephritis,DOID:2921,glomerulonephritis,Glomerulonephritis,ORPHA:1830,1830,0060490
9967,HP:0001260,Dysarthria,C0013362,Dysarthria,Dysarthria,ORPHA:1830,1830,0060490
9968,HP:0001260,Dysarthria,D004401,Dysarthria,Dysarthria,ORPHA:1830,1830,0060490
9969,HP:0007957,Corneal opacity,C0010038,Corneal opacity,Corneal opacity,ORPHA:1830,1830,0060490
9970,HP:0000093,Proteinuria,C0033687,Proteinuria,Proteinuria,ORPHA:1830,1830,0060490
9971,HP:0000093,Proteinuria,D011507,Proteinuria,Proteinuria,ORPHA:1830,1830,0060490
9972,HP:0000093,Proteinuria,DOID:576,proteinuria,Proteinuria,ORPHA:1830,1830,0060490
9973,HP:0002092,Pulmonary arterial hypertension,C2973725,Pulmonary arterial hypertension,Pulmonary arterial hypertension,ORPHA:1830,1830,0060490
9974,HP:0012539,Non-Hodgkin lymphoma,DOID:0060060,non-Hodgkin lymphoma,Non-Hodgkin lymphoma,ORPHA:1830,1830,0060490
9975,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:1830,1830,0060490
9976,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:1830,1830,0060490
9977,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:1830,1830,0060490
9978,HP:0002315,Headache,C0018681,Headache,Headache,ORPHA:1830,1830,0060490
9979,HP:0002315,Headache,D006261,Headache,Headache,ORPHA:1830,1830,0060490
9980,HP:0000097,Focal segmental glomerulosclerosis,C0017668,Focal segmental glomerulosclerosis,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9981,HP:0000097,Focal segmental glomerulosclerosis,DOID:1312,focal segmental glomerulosclerosis,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9982,HP:0000097,Focal segmental glomerulosclerosis,DOID:0112245,focal segmental glomerulosclerosis 3,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9983,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111133,focal segmental glomerulosclerosis 8,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9984,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111132,focal segmental glomerulosclerosis 7,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9985,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111131,focal segmental glomerulosclerosis 6,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9986,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111130,focal segmental glomerulosclerosis 5,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9987,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111134,focal segmental glomerulosclerosis 9,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9988,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111128,focal segmental glomerulosclerosis 1,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9989,HP:0000097,Focal segmental glomerulosclerosis,DOID:0111129,focal segmental glomerulosclerosis 2,Focal segmental glomerulosclerosis,ORPHA:1830,1830,0060490
9990,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,ORPHA:1830,1830,0060490
9991,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,ORPHA:1830,1830,0060490
9992,HP:0001269,Hemiparesis,C0018989,Hemiparesis,Hemiparesis,ORPHA:1830,1830,0060490
9993,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:1830,1830,0060490
9994,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:1830,1830,0060490
9995,HP:0001888,Lymphopenia,C0024312,Lymphopenia,Lymphopenia,ORPHA:1830,1830,0060490
9996,HP:0001888,Lymphopenia,DOID:614,lymphopenia,Lymphopenia,ORPHA:1830,1830,0060490
9997,HP:0002907,Microscopic hematuria,C0239937,Microscopic hematuria,Microscopic hematuria,ORPHA:1830,1830,0060490
9998,HP:0012622,Chronic kidney disease,C1561643,Chronic kidney disease,Chronic kidney disease,ORPHA:1830,1830,0060490
9999,HP:0012622,Chronic kidney disease,DOID:784,chronic kidney disease,Chronic kidney disease,ORPHA:1830,1830,0060490
10000,HP:0000112,Nephropathy,C0022658,Nephropathy,Nephropathy,ORPHA:1830,1830,0060490
10001,HP:0009804,Tooth agenesis,DOID:0050591,tooth agenesis,Tooth agenesis,ORPHA:1830,1830,0060490
10002,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:1830,1830,0060490
10003,HP:0002621,Atherosclerosis,C0004153,Atherosclerosis,Atherosclerosis,ORPHA:1830,1830,0060490
10004,HP:0002621,Atherosclerosis,DOID:1936,atherosclerosis,Atherosclerosis,ORPHA:1830,1830,0060490
10005,HP:0002140,Ischemic stroke,C0948008,Ischaemic stroke,Ischemic stroke,ORPHA:1830,1830,0060490
10006,HP:0001298,Encephalopathy,C0085584,Encephalopathy,Encephalopathy,ORPHA:1830,1830,0060490
10007,HP:0001635,Congestive heart failure,DOID:6000,congestive heart failure,Congestive heart failure,ORPHA:1830,1830,0060490
10008,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:1830,1830,0060490
10009,HP:0002634,Arteriosclerosis,C0003850,Arteriosclerosis,Arteriosclerosis,ORPHA:1830,1830,0060490
10010,HP:0002634,Arteriosclerosis,DOID:2349,arteriosclerosis,Arteriosclerosis,ORPHA:1830,1830,0060490
10011,HP:0001875,Neutropenia,C0027947,Neutropenia,Neutropenia,ORPHA:1830,1830,0060490
10012,HP:0001875,Neutropenia,DOID:1227,neutropenia,Neutropenia,ORPHA:1830,1830,0060490
10013,HP:0000123,Nephritis,C0027697,Nephritis,Nephritis,ORPHA:1830,1830,0060490
10014,HP:0000123,Nephritis,DOID:10952,nephritis,Nephritis,ORPHA:1830,1830,0060490
10015,HP:0002721,Immunodeficiency,C0021051,Immunodeficiency,Immunodeficiency,ORPHA:1830,1830,0060490
10016,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:1830,1830,0060490
10017,HP:0002381,Aphasia,C0003537,Aphasia,Aphasia,ORPHA:1830,1830,0060490
10018,HP:0002381,Aphasia,D001037,Aphasia,Aphasia,ORPHA:1830,1830,0060490
10019,HP:0002381,Aphasia,DOID:0060046,aphasia,Aphasia,ORPHA:1830,1830,0060490
10020,HP:0012733,Macule,C0332573,Macule,Macule,ORPHA:1830,1830,0060490
10021,HP:0002637,Cerebral ischemia,C0917798,Cerebral ischaemia,Cerebral ischemia,ORPHA:1830,1830,0060490
10022,HP:0002301,Hemiplegia,C0018991,Hemiplegia,Hemiplegia,ORPHA:1830,1830,0060490
10023,HP:0002301,Hemiplegia,D006429,Hemiplegia,Hemiplegia,ORPHA:1830,1830,0060490
10024,HP:0002301,Hemiplegia,DOID:10969,hemiplegia,Hemiplegia,ORPHA:1830,1830,0060490
10025,HP:0002133,Status epilepticus,C0038220,Status epilepticus,Status epilepticus,ORPHA:1830,1830,0060490
10026,HP:0002133,Status epilepticus,DOID:1824,status epilepticus,Status epilepticus,ORPHA:1830,1830,0060490
10027,HP:0002133,Status epilepticus,D013226,Status Epilepticus,Status epilepticus,ORPHA:1830,1830,0060490
10028,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:1830,1830,0060490
10029,HP:0002326,Transient ischemic attack,C0007787,Transient ischaemic attack,Transient ischemic attack,ORPHA:1830,1830,0060490
10030,HP:0003077,Hyperlipidemia,C0020473,Hyperlipidaemia,Hyperlipidemia,ORPHA:1830,1830,0060490
10031,HP:0002655,Spondyloepiphyseal dysplasia,DOID:0112280,spondyloepiphyseal dysplasia,Spondyloepiphyseal dysplasia,ORPHA:1830,1830,0060490
10032,HP:0001733,Pancreatitis,C0030305,Pancreatitis,Pancreatitis,ORPHA:1830,1830,0060490
10033,HP:0001733,Pancreatitis,DOID:4989,pancreatitis,Pancreatitis,ORPHA:1830,1830,0060490
10034,HP:0002665,Lymphoma,C0024299,Lymphoma,Lymphoma,ORPHA:1830,1830,0060490
10035,HP:0002665,Lymphoma,DOID:0060058,lymphoma,Lymphoma,ORPHA:1830,1830,0060490
10036,HP:0005523,Lymphoproliferative disorder,C0024314,Lymphoproliferative disorder,Lymphoproliferative disorder,ORPHA:1830,1830,0060490
10037,HP:0000099,Glomerulonephritis,C0017658,Glomerulonephritis,Glomerulonephritis,ORPHA:470,470,0060439
10038,HP:0000099,Glomerulonephritis,DOID:2921,glomerulonephritis,Glomerulonephritis,ORPHA:470,470,0060439
10039,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,ORPHA:470,470,0060439
10040,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:470,470,0060439
10041,HP:0000093,Proteinuria,C0033687,Proteinuria,Proteinuria,ORPHA:470,470,0060439
10042,HP:0000093,Proteinuria,D011507,Proteinuria,Proteinuria,ORPHA:470,470,0060439
10043,HP:0000093,Proteinuria,DOID:576,proteinuria,Proteinuria,ORPHA:470,470,0060439
10044,HP:0001259,Coma,C0009421,Coma,Coma,ORPHA:470,470,0060439
10045,HP:0001259,Coma,D003128,Coma,Coma,ORPHA:470,470,0060439
10046,HP:0100543,Cognitive impairment,C0338656,Cognitive impairment,Cognitive impairment,ORPHA:470,470,0060439
10047,HP:0040075,Hypopituitarism,C0020635,Hypopituitarism,Hypopituitarism,ORPHA:470,470,0060439
10048,HP:0040075,Hypopituitarism,DOID:9406,hypopituitarism,Hypopituitarism,ORPHA:470,470,0060439
10049,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:470,470,0060439
10050,HP:0001987,Hyperammonemia,C0220994,Hyperammonaemia,Hyperammonemia,ORPHA:470,470,0060439
10051,HP:0003355,Aminoaciduria,C0238621,Aminoaciduria,Aminoaciduria,ORPHA:470,470,0060439
10052,HP:0002155,Hypertriglyceridemia,C0020557,Hypertriglyceridaemia,Hypertriglyceridemia,ORPHA:470,470,0060439
10053,HP:0002013,Vomiting,C0042963,Vomiting,Vomiting,ORPHA:470,470,0060439
10054,HP:0002013,Vomiting,D014839,Vomiting,Vomiting,ORPHA:470,470,0060439
10055,HP:0010981,Hypolipoproteinemia,DOID:1387,hypolipoproteinemia,Hypolipoproteinemia,ORPHA:470,470,0060439
10056,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,ORPHA:470,470,0060439
10057,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,ORPHA:470,470,0060439
10058,HP:0004431,Complement deficiency,DOID:626,complement deficiency,Complement deficiency,ORPHA:470,470,0060439
10059,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:470,470,0060439
10060,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:470,470,0060439
10061,HP:0001970,Tubulointerstitial nephritis,C0041349,Tubulointerstitial nephritis,Tubulointerstitial nephritis,ORPHA:470,470,0060439
10062,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:470,470,0060439
10063,HP:0001399,Hepatic failure,C0085605,Hepatic failure,Hepatic failure,ORPHA:470,470,0060439
10064,HP:0002570,Steatorrhea,C0038238,Steatorrhoea,Steatorrhea,ORPHA:470,470,0060439
10065,HP:0003218,Oroticaciduria,DOID:0050833,orotic aciduria,Oroticaciduria,ORPHA:470,470,0060439
10066,HP:0001254,Lethargy,C0023380,Lethargy,Lethargy,ORPHA:470,470,0060439
10067,HP:0001254,Lethargy,D053609,Lethargy,Lethargy,ORPHA:470,470,0060439
10068,HP:0003124,Hypercholesterolemia,C0020443,Hypercholesterolaemia,Hypercholesterolemia,ORPHA:470,470,0060439
10069,HP:0002014,Diarrhea,DOID:13250,diarrhea,Diarrhea,ORPHA:470,470,0060439
10070,HP:0002014,Diarrhea,D003967,Diarrhea,Diarrhea,ORPHA:470,470,0060439
10071,HP:0000123,Nephritis,C0027697,Nephritis,Nephritis,ORPHA:470,470,0060439
10072,HP:0000123,Nephritis,DOID:10952,nephritis,Nephritis,ORPHA:470,470,0060439
10073,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:470,470,0060439
10074,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:470,470,0060439
10075,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:470,470,0060439
10076,HP:0002093,Respiratory insufficiency,C0035229,Respiratory insufficiency,Respiratory insufficiency,ORPHA:470,470,0060439
10077,HP:0001433,Hepatosplenomegaly,C0019214,Hepatosplenomegaly,Hepatosplenomegaly,ORPHA:470,470,0060439
10078,HP:0002024,Malabsorption,C0024523,Malabsorption,Malabsorption,ORPHA:470,470,0060439
10079,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:470,470,0060439
10080,HP:0003077,Hyperlipidemia,C0020473,Hyperlipidaemia,Hyperlipidemia,ORPHA:470,470,0060439
10081,HP:0030760,Renal fibrosis,DOID:0050855,renal fibrosis,Renal fibrosis,ORPHA:470,470,0060439
10082,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,ORPHA:470,470,0060439
10083,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,ORPHA:470,470,0060439
10084,HP:0011034,Amyloidosis,C0002726,Amyloidosis,Amyloidosis,ORPHA:470,470,0060439
10085,HP:0011034,Amyloidosis,DOID:9120,amyloidosis,Amyloidosis,ORPHA:470,470,0060439
10086,HP:0001733,Pancreatitis,C0030305,Pancreatitis,Pancreatitis,ORPHA:470,470,0060439
10087,HP:0001733,Pancreatitis,DOID:4989,pancreatitis,Pancreatitis,ORPHA:470,470,0060439
10088,HP:0001882,Leukopenia,C0023530,Leukopenia,Leukopenia,ORPHA:470,470,0060439
10089,HP:0001882,Leukopenia,DOID:615,leukopenia,Leukopenia,ORPHA:470,470,0060439
10090,HP:0011900,Hypofibrinogenemia,C0553681,Hypofibrinogenaemia,Hypofibrinogenemia,ORPHA:470,470,0060439
10091,HP:0001260,Dysarthria,C0013362,Dysarthria,Dysarthria,ORPHA:2044,2044,0111358
10092,HP:0001260,Dysarthria,D004401,Dysarthria,Dysarthria,ORPHA:2044,2044,0111358
10093,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:2044,2044,0111358
10094,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:2044,2044,0111358
10095,HP:0002186,Apraxia,C0003635,Apraxia,Apraxia,ORPHA:2044,2044,0111358
10096,HP:0002186,Apraxia,DOID:0060135,apraxia,Apraxia,ORPHA:2044,2044,0111358
10097,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,ORPHA:2044,2044,0111358
10098,HP:0002608,Celiac disease,DOID:10608,celiac disease,Celiac disease,ORPHA:2044,2044,0111358
10099,HP:0001636,Tetralogy of Fallot,DOID:6419,tetralogy of Fallot,Tetralogy of Fallot,ORPHA:2044,2044,0111358
10100,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,ORPHA:2044,2044,0111358
10101,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,ORPHA:2044,2044,0111358
10102,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,ORPHA:2044,2044,0111358
10103,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,ORPHA:2044,2044,0111358
10104,HP:0000107,Renal cyst,C2173677,Renal cyst,Renal cyst,ORPHA:2044,2044,0111358
10105,HP:0000734,Disinhibition,C0424296,Disinhibition,Disinhibition,ORPHA:2044,2044,0111358
10106,HP:0000739,Anxiety,C0003467,Anxiety,Anxiety,ORPHA:2044,2044,0111358
10107,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,ORPHA:2044,2044,0111358
10108,HP:0001385,Hip dysplasia,C1328407,Hip dysplasia,Hip dysplasia,ORPHA:2044,2044,0111358
10109,HP:0012622,Chronic kidney disease,C1561643,Chronic kidney disease,Chronic kidney disease,ORPHA:2044,2044,0111358
10110,HP:0012622,Chronic kidney disease,DOID:784,chronic kidney disease,Chronic kidney disease,ORPHA:2044,2044,0111358
10111,HP:0009804,Tooth agenesis,DOID:0050591,tooth agenesis,Tooth agenesis,ORPHA:2044,2044,0111358
10112,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:2044,2044,0111358
10113,HP:0000796,Urethral obstruction,C0041972,Urethral obstruction,Urethral obstruction,ORPHA:2044,2044,0111358
10114,HP:0000796,Urethral obstruction,DOID:12577,urethral obstruction,Urethral obstruction,ORPHA:2044,2044,0111358
10115,HP:0000047,Hypospadias,DOID:10892,hypospadias,Hypospadias,ORPHA:2044,2044,0111358
10116,HP:0012871,Varicocele,C0042341,Varicocele,Varicocele,ORPHA:2044,2044,0111358
10117,HP:0012871,Varicocele,DOID:12337,varicocele,Varicocele,ORPHA:2044,2044,0111358
10118,HP:0007018,Attention deficit hyperactivity disorder,C1263846,Attention deficit/hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:2044,2044,0111358
10119,HP:0007018,Attention deficit hyperactivity disorder,DOID:1094,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:2044,2044,0111358
10120,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:2044,2044,0111358
10121,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:2044,2044,0111358
10122,HP:0012537,Food intolerance,C3665356,Food intolerance,Food intolerance,ORPHA:2044,2044,0111358
10123,HP:0012537,Food intolerance,D000073923,Food Intolerance,Food intolerance,ORPHA:2044,2044,0111358
10124,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,ORPHA:2044,2044,0111358
10125,HP:0000126,Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis,ORPHA:2044,2044,0111358
10126,HP:0000126,Hydronephrosis,DOID:11111,hydronephrosis,Hydronephrosis,ORPHA:2044,2044,0111358
10127,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,ORPHA:2044,2044,0111358
10128,HP:0000826,Precocious puberty,C0034013,Precocious puberty,Precocious puberty,ORPHA:2044,2044,0111358
10129,HP:0000121,Nephrocalcinosis,C0027709,Nephrocalcinosis,Nephrocalcinosis,ORPHA:2044,2044,0111358
10130,HP:0000121,Nephrocalcinosis,DOID:12679,nephrocalcinosis,Nephrocalcinosis,ORPHA:2044,2044,0111358
10131,HP:0000104,Renal agenesis,C0542519,Renal agenesis,Renal agenesis,ORPHA:2044,2044,0111358
10132,HP:0000104,Renal agenesis,DOID:14766,renal agenesis,Renal agenesis,ORPHA:2044,2044,0111358
10133,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,ORPHA:2044,2044,0111358
10134,HP:0002019,Constipation,C0009806,Constipation,Constipation,ORPHA:2044,2044,0111358
10135,HP:0002019,Constipation,D003248,Constipation,Constipation,ORPHA:2044,2044,0111358
10136,HP:0002019,Constipation,DOID:2089,constipation,Constipation,ORPHA:2044,2044,0111358
10137,HP:0001260,Dysarthria,C0013362,Dysarthria,Dysarthria,ORPHA:648,648,3490
10151,HP:0001260,Dysarthria,D004401,Dysarthria,Dysarthria,ORPHA:648,648,3490
10165,HP:0000767,Pectus excavatum,C0016842,Pectus excavatum,Pectus excavatum,ORPHA:648,648,3490
10179,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,ORPHA:648,648,3490
10193,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:648,648,3490
10207,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:648,648,3490
10221,HP:0002974,Radioulnar synostosis,DOID:9827,radioulnar synostosis,Radioulnar synostosis,ORPHA:648,648,3490
10235,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:648,648,3490
10249,HP:0000995,Melanocytic nevus,C0027962,Melanocytic naevus,Melanocytic nevus,ORPHA:648,648,3490
10263,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,ORPHA:648,648,3490
10277,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,ORPHA:648,648,3490
10291,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:648,648,3490
10305,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,ORPHA:648,648,3490
10319,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,ORPHA:648,648,3490
10333,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:648,648,3490
10347,HP:0003764,Nevus,C0027960,Nevus,Nevus,ORPHA:648,648,3490
10361,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,ORPHA:648,648,3490
10375,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,ORPHA:648,648,3490
10389,HP:0000135,Hypogonadism,C0020619,Hypogonadism,Hypogonadism,ORPHA:648,648,3490
10403,HP:0000135,Hypogonadism,DOID:1924,hypogonadism,Hypogonadism,ORPHA:648,648,3490
10417,HP:0011675,Arrhythmia,C0003811,Arrhythmia,Arrhythmia,ORPHA:648,648,3490
10431,HP:0000044,Hypogonadotropic hypogonadism,DOID:0090070,hypogonadotropic hypogonadism,Hypogonadotropic hypogonadism,ORPHA:648,648,3490
10445,HP:0001004,Lymphedema,DOID:4977,lymphedema,Lymphedema,ORPHA:648,648,3490
10459,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:648,648,3490
10473,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,ORPHA:648,648,3490
10487,HP:0001260,Dysarthria,C0013362,Dysarthria,Dysarthria,ORPHA:501,501,3534
10489,HP:0001260,Dysarthria,D004401,Dysarthria,Dysarthria,ORPHA:501,501,3534
10491,HP:0001289,Confusion,D003221,Confusion,Confusion,ORPHA:501,501,3534
