HPO_ID,hpo,node_id,node_name,node_type,similarity
HP:0002013,Vomiting,D014839,Vomiting,Symptom,100
HP:0000739,Anxiety,C0003467,Anxiety,SideEffect,100
HP:0001136,Retinal arteriolar tortuosity,DOID:0111547,retinal arterial tortuosity,Disease,93
HP:0006949,Episodic peripheral neuropathy,C0031117,Neuropathy peripheral,SideEffect,95
HP:0009054,Scapuloperoneal myopathy,DOID:0060253,scapuloperoneal myopathy,Disease,100
HP:0002672,Gastrointestinal carcinoma,C0151544,Gastrointestinal carcinoma,SideEffect,100
HP:0002672,Gastrointestinal carcinoma,DOID:0050922,gastrointestinal carcinoma,Disease,100
HP:0007269,Spinal muscular atrophy,DOID:12377,spinal muscular atrophy,Disease,100
HP:0007269,Spinal muscular atrophy,DOID:767,muscular atrophy,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:0111065,distal spinal muscular atrophy 2,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:0111064,distal spinal muscular atrophy 1,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:0050529,adult spinal muscular atrophy,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:0060160,childhood spinal muscular atrophy,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:12376,juvenile spinal muscular atrophy,Disease,95
HP:0007269,Spinal muscular atrophy,D009133,Muscular Atrophy,Symptom,95
HP:0007269,Spinal muscular atrophy,DOID:0080667,spinal muscular atrophy type 0,Disease,95
HP:0007269,Spinal muscular atrophy,DOID:0111827,X-linked spinal muscular atrophy 2,Disease,95
HP:0100583,Corneal perforation,C0339293,Corneal perforation,SideEffect,100
HP:0007686,Abnormal pupillary function,DOID:11518,abnormal pupillary function,Disease,100
HP:0002099,Asthma,C0004096,Asthma,SideEffect,100
HP:0002099,Asthma,DOID:2841,asthma,Disease,100
HP:0003573,Increased total bilirubin,C0741494,Bilirubin total increased,SideEffect,95
HP:0000074,Ureteropelvic junction obstruction,DOID:0111145,ureteropelvic junction obstruction,Disease,100
HP:0002656,Epiphyseal dysplasia,DOID:12721,multiple epiphyseal dysplasia,Disease,95
HP:0030421,Epididymal neoplasm,DOID:512,epididymal neoplasm,Disease,100
HP:0000968,Ectodermal dysplasia,DOID:2121,ectodermal dysplasia,Disease,100
HP:0000968,Ectodermal dysplasia,DOID:0111659,ectodermal dysplasia 6,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111652,ectodermal dysplasia 12,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111653,ectodermal dysplasia 11A,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111650,ectodermal dysplasia 13,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111663,ectodermal dysplasia 10A,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111662,ectodermal dysplasia 14,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111661,ectodermal dysplasia 8,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111660,ectodermal dysplasia 7,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111665,ectodermal dysplasia 10B,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111664,ectodermal dysplasia 1,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111658,ectodermal dysplasia 4,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111656,ectodermal dysplasia 9,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111657,ectodermal dysplasia 5,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111654,ectodermal dysplasia 11B,Disease,95
HP:0000968,Ectodermal dysplasia,DOID:0111651,ectodermal dysplasia 15,Disease,95
HP:0010280,Stomatitis,C0038362,Stomatitis,SideEffect,100
HP:0010280,Stomatitis,DOID:9637,stomatitis,Disease,100
HP:0007836,Mosaic corneal dystrophy,C0010036,Corneal dystrophy,SideEffect,95
HP:0007836,Mosaic corneal dystrophy,DOID:2566,corneal dystrophy,Disease,95
HP:0011886,Hyphema,C0020581,Hyphaema,SideEffect,93
HP:0012277,Hypoglycinemia,DOID:9993,hypoglycemia,Disease,92
HP:0100013,Neoplasm of the breast,C1458155,Breast neoplasm,SideEffect,95
HP:0010677,Enuresis nocturna,C0270327,Nocturnal enuresis,SideEffect,92
HP:0008035,Retinitis pigmentosa inversa,DOID:10584,retinitis pigmentosa,Disease,95
HP:0031826,Abnormal reflex,D012021,"Reflex, Abnormal",Symptom,95
HP:0100723,Gastrointestinal stroma tumor,DOID:9253,gastrointestinal stromal tumor,Disease,98
HP:0100723,Gastrointestinal stroma tumor,C0238198,Gastrointestinal stromal tumour,SideEffect,97
HP:0004305,Involuntary movements,C0427086,Movements involuntary,SideEffect,95
HP:0004305,Involuntary movements,C0392702,Abnormal involuntary movements,SideEffect,95
HP:0001263,Global developmental delay,C0424605,Developmental delay,SideEffect,95
HP:0008970,Scapulohumeral muscular dystrophy,DOID:11727,facioscapulohumeral muscular dystrophy,Disease,93
HP:0100578,Lipoatrophy,C1280433,Lipoatrophy,SideEffect,100
HP:0009734,Optic nerve glioma,DOID:4992,optic nerve glioma,Disease,100
HP:0006555,Diffuse hepatic steatosis,C2711227,Hepatic steatosis,SideEffect,95
HP:0009713,Spinal hemangioblastoma,DOID:5241,hemangioblastoma,Disease,95
HP:0100528,Pleuropulmonary blastoma,DOID:4769,pleuropulmonary blastoma,Disease,100
HP:0002305,Athetosis,C0004158,Athetosis,SideEffect,100
HP:0002305,Athetosis,D001264,Athetosis,Symptom,100
HP:0009726,Renal neoplasm,C0022665,Renal neoplasm,SideEffect,100
HP:0100718,Uterine rupture,C0042143,Uterine rupture,SideEffect,100
HP:0000726,Dementia,C0497327,Dementia,SideEffect,100
HP:0000726,Dementia,DOID:1307,dementia,Disease,100
HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Disease,100
HP:0001692,Atrial arrhythmia,C0085611,Atrial arrhythmia,SideEffect,100
HP:0001806,Onycholysis,C0085661,Onycholysis,SideEffect,100
HP:0001065,Striae distensae,D057896,Striae Distensae,Symptom,100
HP:0010627,Anterior pituitary hypoplasia,DOID:7378,pituitary hypoplasia,Disease,95
HP:0100519,Anuria,C0003460,Anuria,SideEffect,100
HP:0100519,Anuria,DOID:2983,anuria,Disease,100
HP:0000843,Hyperparathyroidism,C0020502,Hyperparathyroidism,SideEffect,100
HP:0000843,Hyperparathyroidism,DOID:13543,hyperparathyroidism,Disease,100
HP:0000843,Hyperparathyroidism,C0221002,Hyperparathyroidism primary,SideEffect,95
HP:0000843,Hyperparathyroidism,DOID:11202,primary hyperparathyroidism,Disease,95
HP:0000843,Hyperparathyroidism,C0020626,Hypoparathyroidism,SideEffect,92
HP:0000843,Hyperparathyroidism,DOID:11199,hypoparathyroidism,Disease,92
HP:0001304,Torsion dystonia,DOID:0090040,torsion dystonia 7,Disease,95
HP:0001304,Torsion dystonia,DOID:0090041,torsion dystonia 4,Disease,95
HP:0001304,Torsion dystonia,DOID:0090042,torsion dystonia 17,Disease,95
HP:0001304,Torsion dystonia,DOID:0060730,torsion dystonia 1,Disease,95
HP:0001304,Torsion dystonia,DOID:0090037,torsion dystonia 13,Disease,95
HP:0001304,Torsion dystonia,DOID:0090038,torsion dystonia 2,Disease,95
HP:0001304,Torsion dystonia,DOID:0090039,torsion dystonia 6,Disease,95
HP:0002632,Low-to-normal blood pressure,C2712122,Blood pressure normal,SideEffect,95
HP:0001025,Urticaria,C0042109,Urticaria,SideEffect,100
HP:0001025,Urticaria,DOID:1555,urticaria,Disease,100
HP:0010501,Limitation of knee mobility,D051346,Mobility Limitation,Symptom,95
HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,SideEffect,100
HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Disease,100
HP:0001629,Ventricular septal defect,C0685707,Muscular ventricular septal defect,SideEffect,95
HP:0001629,Ventricular septal defect,DOID:0050651,atrioventricular septal defect,Disease,91
HP:0000097,Focal segmental glomerulosclerosis,C0017668,Focal segmental glomerulosclerosis,SideEffect,100
HP:0000097,Focal segmental glomerulosclerosis,DOID:1312,focal segmental glomerulosclerosis,Disease,100
HP:0000097,Focal segmental glomerulosclerosis,DOID:0112245,focal segmental glomerulosclerosis 3,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111133,focal segmental glomerulosclerosis 8,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111132,focal segmental glomerulosclerosis 7,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111131,focal segmental glomerulosclerosis 6,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111130,focal segmental glomerulosclerosis 5,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111134,focal segmental glomerulosclerosis 9,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111128,focal segmental glomerulosclerosis 1,Disease,97
HP:0000097,Focal segmental glomerulosclerosis,DOID:0111129,focal segmental glomerulosclerosis 2,Disease,97
HP:0001820,Leukonychia,C0240182,Leukonychia,SideEffect,100
HP:0008258,Congenital adrenal hyperplasia,DOID:0050811,congenital adrenal hyperplasia,Disease,100
HP:0001284,Areflexia,C0234146,Areflexia,SideEffect,100
HP:0010981,Hypolipoproteinemia,DOID:1387,hypolipoproteinemia,Disease,100
HP:0002654,Multiple epiphyseal dysplasia,DOID:12721,multiple epiphyseal dysplasia,Disease,100
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070302,multiple epiphyseal dysplasia 7,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070304,multiple epiphyseal dysplasia 3,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070303,multiple epiphyseal dysplasia 1,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070300,multiple epiphyseal dysplasia 4,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070301,multiple epiphyseal dysplasia 6,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070298,multiple epiphyseal dysplasia 2,Disease,97
HP:0002654,Multiple epiphyseal dysplasia,DOID:0070299,multiple epiphyseal dysplasia 5,Disease,97
HP:0100634,Neuroendocrine neoplasm,DOID:2992,prostate neuroendocrine neoplasm,Disease,95
HP:0100634,Neuroendocrine neoplasm,DOID:5777,rectum neuroendocrine neoplasm,Disease,95
HP:0100634,Neuroendocrine neoplasm,DOID:4715,gastric neuroendocrine neoplasm,Disease,95
HP:0100634,Neuroendocrine neoplasm,DOID:3002,ovary neuroendocrine neoplasm,Disease,95
HP:0100634,Neuroendocrine neoplasm,DOID:3009,breast neuroendocrine neoplasm,Disease,95
HP:0100634,Neuroendocrine neoplasm,DOID:4118,colon neuroendocrine neoplasm,Disease,95
HP:0002745,Oral leukoplakia,C0023532,Leukoplakia oral,SideEffect,95
HP:0002745,Oral leukoplakia,C0023531,Leukoplakia,SideEffect,95
HP:0002745,Oral leukoplakia,DOID:9655,oral mucosa leukoplakia,Disease,95
HP:0002745,Oral leukoplakia,DOID:0060315,oral hairy leukoplakia,Disease,95
HP:0002595,Ileus,C1258215,Ileus,SideEffect,100
HP:0002595,Ileus,DOID:8440,ileus,Disease,100
HP:0003645,Prolonged partial thromboplastin time,C0240671,Activated partial thromboplastin time prolonged,SideEffect,95
HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,SideEffect,100
HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Disease,100
HP:0001873,Thrombocytopenia,C0858535,Thrombocytopenia toxic,SideEffect,95
HP:0001908,Hypoplastic anemia,C0178416,Hypoplastic anaemia,SideEffect,97
HP:0000546,Retinal degeneration,C0035304,Retinal degeneration,SideEffect,100
HP:0000546,Retinal degeneration,DOID:8466,retinal degeneration,Disease,100
HP:0000546,Retinal degeneration,DOID:12165,retinal lattice degeneration,Disease,95
HP:0003826,Stillbirth,C0595939,Stillbirth,SideEffect,100
HP:0012126,Stomach cancer,DOID:10534,stomach cancer,Disease,100
HP:0030004,Cicatricial lagophthalmos,DOID:13038,cicatricial lagophthalmos,Disease,100
HP:0002187,"Intellectual disability, profound",DOID:1059,intellectual disability,Disease,95
HP:0002187,"Intellectual disability, profound",D008607,Intellectual Disability,Symptom,95
HP:0010514,Hyperpituitarism,DOID:2444,hyperpituitarism,Disease,100
HP:0007787,Posterior subcapsular cataract,C0858617,Posterior subcapsular cataract,SideEffect,100
HP:0004431,Complement deficiency,DOID:626,complement deficiency,Disease,100
HP:0004431,Complement deficiency,DOID:0050419,complement factor I deficiency,Disease,95
HP:0006778,Benign genitourinary tract neoplasm,C0042065,Genitourinary tract neoplasm,SideEffect,95
HP:0032163,Molluscum contagiosum,C0026393,Molluscum contagiosum,SideEffect,100
HP:0032163,Molluscum contagiosum,DOID:8867,molluscum contagiosum,Disease,100
HP:0001662,Bradycardia,C0428977,Bradycardia,SideEffect,100
HP:0031657,Abnormal heart sound,C0577822,Heart sounds abnormal,SideEffect,93
HP:0000544,External ophthalmoplegia,C0162292,External ophthalmoplegia,SideEffect,100
HP:0010444,Pulmonary insufficiency,DOID:14265,pulmonary valve insufficiency,Disease,95
HP:0010780,Hyperacusis,C0034880,Hyperacusis,SideEffect,100
HP:0010780,Hyperacusis,D012001,Hyperacusis,Symptom,100
HP:0032368,Acidemia,C0268030,Acidemia,SideEffect,100
HP:0002639,Budd-Chiari syndrome,C0856761,Budd-Chiari syndrome,SideEffect,100
HP:0002639,Budd-Chiari syndrome,DOID:11512,Budd-Chiari syndrome,Disease,100
HP:0000876,Oligomenorrhea,C0028949,Oligomenorrhoea,SideEffect,97
HP:0009829,Phocomelia,C0031575,Phocomelia,SideEffect,100
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,DOID:0060877,bullous congenital ichthyosiform erythroderma,Disease,92
HP:0001909,Leukemia,DOID:1240,leukemia,Disease,100
HP:0001909,Leukemia,C0023418,Leukaemia,SideEffect,94
HP:0001891,Iron deficiency anemia,DOID:11758,iron deficiency anemia,Disease,100
HP:0001891,Iron deficiency anemia,C0162316,Iron deficiency anaemia,SideEffect,98
HP:0001891,Iron deficiency anemia,C0240066,Iron deficiency,SideEffect,95
HP:0001891,Iron deficiency anemia,DOID:13121,deficiency anemia,Disease,95
HP:0100753,Schizophrenia,C0036341,Schizophrenia,SideEffect,100
HP:0100753,Schizophrenia,DOID:5419,schizophrenia,Disease,100
HP:0100753,Schizophrenia,C0857501,Acute schizophrenia,SideEffect,95
HP:0100753,Schizophrenia,DOID:0080281,schizophrenia 19,Disease,95
HP:0100753,Schizophrenia,DOID:0070081,schizophrenia 5,Disease,95
HP:0100753,Schizophrenia,DOID:0070080,schizophrenia 4,Disease,95
HP:0100753,Schizophrenia,DOID:0070083,schizophrenia 7,Disease,95
HP:0100753,Schizophrenia,DOID:0070085,schizophrenia 9,Disease,95
HP:0100753,Schizophrenia,DOID:0070084,schizophrenia 8,Disease,95
HP:0100753,Schizophrenia,DOID:0070087,schizophrenia 11,Disease,95
HP:0100753,Schizophrenia,DOID:0070086,schizophrenia 10,Disease,95
HP:0100753,Schizophrenia,DOID:0070089,schizophrenia 13,Disease,95
HP:0100753,Schizophrenia,DOID:0070088,schizophrenia 12,Disease,95
HP:0100753,Schizophrenia,DOID:0070082,schizophrenia 6,Disease,95
HP:0100753,Schizophrenia,DOID:0070078,schizophrenia 2,Disease,95
HP:0100753,Schizophrenia,DOID:0070079,schizophrenia 3,Disease,95
HP:0100753,Schizophrenia,DOID:0070077,schizophrenia 1,Disease,95
HP:0100753,Schizophrenia,DOID:0070092,schizophrenia 16,Disease,95
HP:0100753,Schizophrenia,DOID:0070093,schizophrenia 18,Disease,95
HP:0100753,Schizophrenia,DOID:0070090,schizophrenia 14,Disease,95
HP:0100753,Schizophrenia,DOID:0070091,schizophrenia 15,Disease,95
HP:0001369,Arthritis,C0003864,Arthritis,SideEffect,100
HP:0001369,Arthritis,DOID:848,arthritis,Disease,100
HP:0011902,Abnormal hemoglobin,C0349705,Haemoglobin abnormal,SideEffect,92
HP:0001300,Parkinsonism,C0242422,Parkinsonism,SideEffect,100
HP:0001300,Parkinsonism,DOID:0080855,Parkinsonism,Disease,100
HP:0045005,Neural tube defect,C0027794,Neural tube defect,SideEffect,100
HP:0045005,Neural tube defect,DOID:0080074,neural tube defect,Disease,100
HP:0002781,Upper airway obstruction,C0740852,Upper airway obstruction,SideEffect,100
HP:0000823,Delayed puberty,C0034012,Delayed puberty,SideEffect,100
HP:0000956,Acanthosis nigricans,C0000889,Acanthosis nigricans,SideEffect,100
HP:0000956,Acanthosis nigricans,DOID:3138,acanthosis nigricans,Disease,100
HP:0100754,Mania,C0338831,Mania,SideEffect,100
HP:0001271,Polyneuropathy,C0152025,Polyneuropathy,SideEffect,100
HP:0001271,Polyneuropathy,DOID:1389,polyneuropathy,Disease,100
HP:0001997,Gout,C0018099,Gout,SideEffect,100
HP:0001997,Gout,DOID:13189,gout,Disease,100
HP:0040083,Toe walking,C0427144,Toe walking,SideEffect,100
HP:0012416,Hypercapnia,C0020440,Hypercapnia,SideEffect,100
HP:0012416,Hypercapnia,D006935,Hypercapnia,Symptom,100
HP:0006978,Dysmyelinating leukodystrophy,DOID:0060786,hypomyelinating leukodystrophy,Disease,92
HP:0003690,Limb muscle weakness,D018908,Muscle Weakness,Symptom,95
HP:0001094,Iridocyclitis,C0022073,Iridocyclitis,SideEffect,100
HP:0001094,Iridocyclitis,DOID:9383,iridocyclitis,Disease,100
HP:0002083,Migraine without aura,C0338480,Migraine without aura,SideEffect,100
HP:0002083,Migraine without aura,DOID:12783,migraine without aura,Disease,100
HP:0002083,Migraine without aura,DOID:10024,migraine with aura,Disease,92
HP:0002204,Pulmonary embolism,C0034065,Pulmonary embolism,SideEffect,100
HP:0002204,Pulmonary embolism,DOID:9477,pulmonary embolism,Disease,100
HP:0004724,Calcium nephrolithiasis,DOID:0080652,calcium oxalate nephrolithiasis,Disease,95
HP:0012035,Steatocystoma multiplex,DOID:0111556,steatocystoma multiplex,Disease,100
HP:0001643,Patent ductus arteriosus,C0013274,Patent ductus arteriosus,SideEffect,100
HP:0001643,Patent ductus arteriosus,DOID:13832,patent ductus arteriosus,Disease,100
HP:0004904,Maturity-onset diabetes of the young,DOID:0050524,maturity-onset diabetes of the young,Disease,100
HP:0004904,Maturity-onset diabetes of the young,DOID:0111108,maturity-onset diabetes of the young type 10,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111109,maturity-onset diabetes of the young type 11,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111102,maturity-onset diabetes of the young type 3,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111103,maturity-onset diabetes of the young type 4,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111100,maturity-onset diabetes of the young type 2,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111101,maturity-onset diabetes of the young type 5,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111106,maturity-onset diabetes of the young type 7,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111107,maturity-onset diabetes of the young type 9,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111104,maturity-onset diabetes of the young type 6,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111105,maturity-onset diabetes of the young type 8,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111111,maturity-onset diabetes of the young type 14,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111110,maturity-onset diabetes of the young type 13,Disease,95
HP:0004904,Maturity-onset diabetes of the young,DOID:0111099,maturity-onset diabetes of the young type 1,Disease,95
HP:0100621,Dysgerminoma,DOID:4441,dysgerminoma,Disease,100
HP:0000647,Sclerocornea,DOID:0060252,sclerocornea,Disease,100
HP:0031287,Seborrheic keratosis,DOID:6498,seborrheic keratosis,Disease,100
HP:0031287,Seborrheic keratosis,C0022603,Seborrhoeic keratosis,SideEffect,98
HP:0031287,Seborrheic keratosis,DOID:6944,vulvar seborrheic keratosis,Disease,95
HP:0031287,Seborrheic keratosis,DOID:11685,inflamed seborrheic keratosis,Disease,95
HP:0006733,Acute megakaryocytic leukemia,DOID:8761,acute megakaryocytic leukemia,Disease,100
HP:0100751,Esophageal neoplasm,C0014859,Oesophageal neoplasm,SideEffect,97
HP:0010524,Agnosia,C0001816,Agnosia,SideEffect,100
HP:0010524,Agnosia,D000377,Agnosia,Symptom,100
HP:0010524,Agnosia,DOID:4090,agnosia,Disease,100
HP:0004383,Hypoplastic left heart,DOID:9955,hypoplastic left heart syndrome,Disease,95
HP:0001269,Hemiparesis,C0018989,Hemiparesis,SideEffect,100
HP:0001508,Failure to thrive,C0015544,Failure to thrive,SideEffect,100
HP:0001508,Failure to thrive,D005183,Failure to Thrive,Symptom,100
HP:0012191,B-cell lymphoma,C0079731,B-cell lymphoma,SideEffect,100
HP:0012191,B-cell lymphoma,DOID:707,B-cell lymphoma,Disease,100
HP:0012191,B-cell lymphoma,C0079772,T-cell lymphoma,SideEffect,93
HP:0000485,Megalocornea,DOID:0060305,megalocornea,Disease,100
HP:0002157,Azotemia,C0242528,Azotaemia,SideEffect,94
HP:0030692,Brain neoplasm,C0006118,Brain neoplasm,SideEffect,100
HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,SideEffect,100
HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Disease,100
HP:0005305,Cerebral venous thrombosis,C0151945,Cerebral venous thrombosis,SideEffect,100
HP:0005305,Cerebral venous thrombosis,C0079102,Cerebral thrombosis,SideEffect,95
HP:0031364,Ecchymosis,C0013491,Ecchymosis,SideEffect,100
HP:0031364,Ecchymosis,D004438,Ecchymosis,Symptom,100
HP:0001045,Vitiligo,C0042900,Vitiligo,SideEffect,100
HP:0001045,Vitiligo,DOID:12306,vitiligo,Disease,100
HP:0003081,Increased urinary potassium,C0856882,Potassium increased,SideEffect,95
HP:0001195,Single umbilical artery,C1384670,Single umbilical artery,SideEffect,100
HP:0000790,Hematuria,C0018965,Haematuria,SideEffect,95
HP:0002046,Heat intolerance,C0231274,Heat intolerance,SideEffect,100
HP:0000585,Band keratopathy,DOID:11164,band keratopathy,Disease,100
HP:0000585,Band keratopathy,C0235270,Keratopathy,SideEffect,95
HP:0000585,Band keratopathy,DOID:2283,keratopathy,Disease,95
HP:0012492,Cerebral artery stenosis,C1504438,Cerebral artery stenosis,SideEffect,100
HP:0000518,Cataract,C0086543,Cataract,SideEffect,100
HP:0000518,Cataract,DOID:83,cataract,Disease,100
HP:0000518,Cataract,DOID:0070353,cataract 47,Disease,95
HP:0000518,Cataract,DOID:0070354,cataract 48,Disease,95
HP:0000518,Cataract,DOID:0110261,cataract 35,Disease,95
HP:0000518,Cataract,DOID:0110272,cataract 40,Disease,95
HP:0000518,Cataract,DOID:0110259,cataract 43,Disease,95
HP:0000518,Cataract,DOID:0110252,cataract 37,Disease,95
HP:0000518,Cataract,DOID:0110254,cataract 25,Disease,95
HP:0000518,Cataract,DOID:0110257,cataract 24,Disease,95
HP:0000518,Cataract,DOID:0110238,cataract 18,Disease,95
HP:0000518,Cataract,DOID:0110237,cataract 42,Disease,95
HP:0000518,Cataract,DOID:0110232,cataract 29,Disease,95
HP:0000518,Cataract,DOID:0110248,cataract 30,Disease,95
HP:0000518,Cataract,DOID:0110247,cataract 36,Disease,95
HP:0000518,Cataract,DOID:0110244,cataract 28,Disease,95
HP:0000518,Cataract,DOID:0110245,cataract 38,Disease,95
HP:0000518,Cataract,DOID:0110241,cataract 41,Disease,95
HP:0000518,Cataract,DOID:0110233,cataract 27,Disease,95
HP:0000518,Cataract,DOID:0110260,cataract 7,Disease,95
HP:0000518,Cataract,DOID:0110262,cataract 45,Disease,95
HP:0000518,Cataract,DOID:0110264,cataract 33,Disease,95
HP:0000518,Cataract,DOID:0110267,cataract 44,Disease,95
HP:0000518,Cataract,DOID:0110271,cataract 23,Disease,95
HP:0001888,Lymphopenia,C0024312,Lymphopenia,SideEffect,100
HP:0001888,Lymphopenia,DOID:614,lymphopenia,Disease,100
HP:0001101,Iritis,C0022081,Iritis,SideEffect,100
HP:0001101,Iritis,DOID:1406,iritis,Disease,100
HP:0100601,Eclampsia,C0013537,Eclampsia,SideEffect,100
HP:0100601,Eclampsia,DOID:13593,eclampsia,Disease,100
HP:0100601,Eclampsia,C0032914,Pre-eclampsia,SideEffect,95
HP:0100601,Eclampsia,DOID:10591,pre-eclampsia,Disease,95
HP:0004845,Acute monocytic leukemia,DOID:8864,acute monocytic leukemia,Disease,100
HP:0004845,Acute monocytic leukemia,DOID:0080149,adult acute monocytic leukemia,Disease,95
HP:0004845,Acute monocytic leukemia,DOID:8527,monocytic leukemia,Disease,95
HP:0004845,Acute monocytic leukemia,DOID:8696,subacute monocytic leukemia,Disease,94
HP:0002032,Esophageal atresia,DOID:10485,esophageal atresia,Disease,100
HP:0002032,Esophageal atresia,C0014850,Oesophageal atresia,SideEffect,97
HP:0003493,Antinuclear antibody positivity,C0151480,Antinuclear antibody positive,SideEffect,93
HP:0001942,Metabolic acidosis,C0220981,Metabolic acidosis,SideEffect,100
HP:0001942,Metabolic acidosis,DOID:0050758,metabolic acidosis,Disease,100
HP:0002861,Melanoma,DOID:1909,melanoma,Disease,100
HP:0006135,Decreased finger mobility,C0700572,Mobility decreased,SideEffect,95
HP:0012321,D-2-hydroxyglutaric aciduria,DOID:0050575,D-2-hydroxyglutaric aciduria,Disease,100
HP:0012321,D-2-hydroxyglutaric aciduria,DOID:0111352,D-2-hydroxyglutaric aciduria 2,Disease,97
HP:0012321,D-2-hydroxyglutaric aciduria,DOID:0111351,D-2-hydroxyglutaric aciduria 1,Disease,97
HP:0012321,D-2-hydroxyglutaric aciduria,DOID:0050574,L-2-hydroxyglutaric aciduria,Disease,96
HP:0012321,D-2-hydroxyglutaric aciduria,DOID:0050573,2-hydroxyglutaric aciduria,Disease,96
HP:0002488,Acute leukemia,DOID:12603,acute leukemia,Disease,100
HP:0002488,Acute leukemia,C0085669,Acute leukaemia,SideEffect,97
HP:0004763,Paroxysmal supraventricular tachycardia,C0039240,Supraventricular tachycardia,SideEffect,95
HP:0004763,Paroxysmal supraventricular tachycardia,C0030591,Paroxysmal ventricular tachycardia,SideEffect,93
HP:0011974,Myelofibrosis,C0026987,Myelofibrosis,SideEffect,100
HP:0011974,Myelofibrosis,DOID:4971,myelofibrosis,Disease,100
HP:0005157,Concentric hypertrophic cardiomyopathy,C0007194,Hypertrophic cardiomyopathy,SideEffect,95
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:11984,hypertrophic cardiomyopathy,Disease,95
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110307,hypertrophic cardiomyopathy 1,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110308,hypertrophic cardiomyopathy 2,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110310,hypertrophic cardiomyopathy 4,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110312,hypertrophic cardiomyopathy 6,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110313,hypertrophic cardiomyopathy 7,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110314,hypertrophic cardiomyopathy 8,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110315,hypertrophic cardiomyopathy 9,Disease,91
HP:0005157,Concentric hypertrophic cardiomyopathy,DOID:0110309,hypertrophic cardiomyopathy 3,Disease,91
HP:0001899,Increased hematocrit,C0239935,Haematocrit increased,SideEffect,93
HP:0000867,Secondary hyperparathyroidism,DOID:12466,secondary hyperparathyroidism,Disease,100
