,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,OMIM,DOID
1395,HP:0000047,Hypospadias,DOID:10892,hypospadias,Hypospadias,OMIM:145410,145410,0080698
1396,HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia,OMIM:145410,145410,0080698
1397,HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Umbilical hernia,OMIM:145410,145410,0080698
1398,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:145410,145410,0080698
1399,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:145410,145410,0080698
1400,HP:0000185,Cleft soft palate,DOID:0110214,cleft soft palate,Cleft soft palate,OMIM:145410,145410,0080698
1401,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,OMIM:145410,145410,0080698
1402,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:208050,208050,0050645
1403,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:208050,208050,0050645
1404,HP:0000767,Pectus excavatum,C0016842,Pectus excavatum,Pectus excavatum,OMIM:208050,208050,0050645
1405,HP:0002036,Hiatus hernia,C3489393,Hiatus hernia,Hiatus hernia,OMIM:208050,208050,0050645
1406,HP:0002036,Hiatus hernia,DOID:12642,hiatus hernia,Hiatus hernia,OMIM:208050,208050,0050645
1407,HP:0000581,Blepharophimosis,DOID:10348,blepharophimosis,Blepharophimosis,OMIM:208050,208050,0050645
1408,HP:0001009,Telangiectasia,C0039446,Telangiectasia,Telangiectasia,OMIM:208050,208050,0050645
1409,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,OMIM:208050,208050,0050645
1410,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,OMIM:208050,208050,0050645
1411,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:208050,208050,0050645
1412,HP:0001650,Aortic valve stenosis,C0003507,Aortic valve stenosis,Aortic valve stenosis,OMIM:208050,208050,0050645
1413,HP:0001650,Aortic valve stenosis,DOID:1712,aortic valve stenosis,Aortic valve stenosis,OMIM:208050,208050,0050645
1414,HP:0002140,Ischemic stroke,C0948008,Ischaemic stroke,Ischemic stroke,OMIM:208050,208050,0050645
1415,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:208050,208050,0050645
1416,HP:0000563,Keratoconus,C0022578,Keratoconus,Keratoconus,OMIM:208050,208050,0050645
1417,HP:0000563,Keratoconus,DOID:10126,keratoconus,Keratoconus,OMIM:208050,208050,0050645
1418,HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia,OMIM:208050,208050,0050645
1419,HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Umbilical hernia,OMIM:208050,208050,0050645
1420,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:208050,208050,0050645
1421,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:208050,208050,0050645
1422,HP:0001714,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,Ventricular hypertrophy,OMIM:208050,208050,0050645
1423,HP:0002637,Cerebral ischemia,C0917798,Cerebral ischaemia,Cerebral ischemia,OMIM:208050,208050,0050645
1424,HP:0000776,Congenital diaphragmatic hernia,C0235833,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia,OMIM:208050,208050,0050645
1425,HP:0000776,Congenital diaphragmatic hernia,DOID:3827,congenital diaphragmatic hernia,Congenital diaphragmatic hernia,OMIM:208050,208050,0050645
1426,HP:0000973,Cutis laxa,C0010495,Cutis laxa,Cutis laxa,OMIM:208050,208050,0050645
1427,HP:0000973,Cutis laxa,DOID:3144,cutis laxa,Cutis laxa,OMIM:208050,208050,0050645
1428,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:253010,253010,0111392
1429,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:253010,253010,0111392
1430,HP:0007957,Corneal opacity,C0010038,Corneal opacity,Corneal opacity,OMIM:253010,253010,0111392
1431,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,OMIM:253010,253010,0111392
1432,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:253010,253010,0111392
1433,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:253010,253010,0111392
1434,HP:0001650,Aortic valve stenosis,C0003507,Aortic valve stenosis,Aortic valve stenosis,OMIM:253010,253010,0111392
1435,HP:0001650,Aortic valve stenosis,DOID:1712,aortic valve stenosis,Aortic valve stenosis,OMIM:253010,253010,0111392
1436,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:253010,253010,0111392
1437,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,OMIM:253010,253010,0111392
1438,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:253010,253010,0111392
1439,HP:0002857,Genu valgum,C0576093,Genu valgum,Genu valgum,OMIM:253010,253010,0111392
1440,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,OMIM:253010,253010,0111392
1441,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,OMIM:253010,253010,0111392
1442,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,OMIM:253010,253010,0111392
1443,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:130000,130000,14720
1444,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:130000,130000,14720
1445,HP:0000767,Pectus excavatum,C0016842,Pectus excavatum,Pectus excavatum,OMIM:130000,130000,14720
1446,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:130000,130000,14720
1447,HP:0012727,Thoracic aortic aneurysm,DOID:14004,thoracic aortic aneurysm,Thoracic aortic aneurysm,OMIM:130000,130000,14720
1448,HP:0001369,Arthritis,C0003864,Arthritis,Arthritis,OMIM:130000,130000,14720
1449,HP:0001369,Arthritis,DOID:848,arthritis,Arthritis,OMIM:130000,130000,14720
1450,HP:0001788,Premature rupture of membranes,C0015944,Premature rupture of membranes,Premature rupture of membranes,OMIM:130000,130000,14720
1451,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:130000,130000,14720
1452,HP:0001482,Subcutaneous nodule,C0151811,Subcutaneous nodule,Subcutaneous nodule,OMIM:130000,130000,14720
1453,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,OMIM:130000,130000,14720
1454,HP:0200036,Skin nodule,C0037287,Skin nodule,Skin nodule,OMIM:130000,130000,14720
1455,HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia,OMIM:130000,130000,14720
1456,HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Umbilical hernia,OMIM:130000,130000,14720
1457,HP:0000545,Myopia,C0027092,Myopia,Myopia,OMIM:130000,130000,14720
1458,HP:0000545,Myopia,DOID:11830,myopia,Myopia,OMIM:130000,130000,14720
1459,HP:0004942,Aortic aneurysm,C0003486,Aortic aneurysm,Aortic aneurysm,OMIM:130000,130000,14720
1460,HP:0004942,Aortic aneurysm,DOID:3627,aortic aneurysm,Aortic aneurysm,OMIM:130000,130000,14720
1461,HP:0002758,Osteoarthritis,C0029408,Osteoarthritis,Osteoarthritis,OMIM:130000,130000,14720
1462,HP:0002758,Osteoarthritis,DOID:8398,osteoarthritis,Osteoarthritis,OMIM:130000,130000,14720
1463,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,OMIM:130000,130000,14720
1464,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,OMIM:130000,130000,14720
1465,HP:0002105,Hemoptysis,D006469,Hemoptysis,Hemoptysis,OMIM:130000,130000,14720
1466,HP:0000246,Sinusitis,C0037199,Sinusitis,Sinusitis,OMIM:130000,130000,14720
1467,HP:0000246,Sinusitis,DOID:0050127,sinusitis,Sinusitis,OMIM:130000,130000,14720
1468,HP:0001634,Mitral valve prolapse,DOID:988,mitral valve prolapse,Mitral valve prolapse,OMIM:130000,130000,14720
1469,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:613610,613610,0080804
1470,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:613610,613610,0080804
1471,HP:0000767,Pectus excavatum,C0016842,Pectus excavatum,Pectus excavatum,OMIM:613610,613610,0080804
1472,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,OMIM:613610,613610,0080804
1473,HP:0010442,Polydactyly,C0152427,Polydactyly,Polydactyly,OMIM:613610,613610,0080804
1474,HP:0010442,Polydactyly,DOID:1148,polydactyly,Polydactyly,OMIM:613610,613610,0080804
1475,HP:0000581,Blepharophimosis,DOID:10348,blepharophimosis,Blepharophimosis,OMIM:613610,613610,0080804
1476,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,OMIM:613610,613610,0080804
1477,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,OMIM:613610,613610,0080804
1478,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,OMIM:613610,613610,0080804
1479,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:613610,613610,0080804
1480,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:613610,613610,0080804
1481,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:613610,613610,0080804
1482,HP:0000107,Renal cyst,C2173677,Renal cyst,Renal cyst,OMIM:613610,613610,0080804
1483,HP:0030151,Cholangitis,C0008311,Cholangitis,Cholangitis,OMIM:613610,613610,0080804
1484,HP:0030151,Cholangitis,DOID:9446,cholangitis,Cholangitis,OMIM:613610,613610,0080804
1485,HP:0001363,Craniosynostosis,C0010278,Craniosynostosis,Craniosynostosis,OMIM:613610,613610,0080804
1486,HP:0001363,Craniosynostosis,DOID:2340,craniosynostosis,Craniosynostosis,OMIM:613610,613610,0080804
1487,HP:0000968,Ectodermal dysplasia,DOID:2121,ectodermal dysplasia,Ectodermal dysplasia,OMIM:613610,613610,0080804
1488,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,OMIM:613610,613610,0080804
1489,HP:0001643,Patent ductus arteriosus,C0013274,Patent ductus arteriosus,Patent ductus arteriosus,OMIM:613610,613610,0080804
1490,HP:0001643,Patent ductus arteriosus,DOID:13832,patent ductus arteriosus,Patent ductus arteriosus,OMIM:613610,613610,0080804
1491,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:613610,613610,0080804
1492,HP:0001396,Cholestasis,C0008370,Cholestasis,Cholestasis,OMIM:613610,613610,0080804
1493,HP:0001396,Cholestasis,DOID:13580,cholestasis,Cholestasis,OMIM:613610,613610,0080804
1494,HP:0002904,Hyperbilirubinemia,C0020433,Hyperbilirubinaemia,Hyperbilirubinemia,OMIM:613610,613610,0080804
1495,HP:0001744,Splenomegaly,C0038002,Splenomegaly,Splenomegaly,OMIM:613610,613610,0080804
1496,HP:0001159,Syndactyly,C0039075,Syndactyly,Syndactyly,OMIM:613610,613610,0080804
1497,HP:0001159,Syndactyly,DOID:11193,syndactyly,Syndactyly,OMIM:613610,613610,0080804
1498,HP:0001789,Hydrops fetalis,D015160,Hydrops Fetalis,Hydrops fetalis,OMIM:613610,613610,0080804
1499,HP:0001789,Hydrops fetalis,C0020305,Hydrops foetalis,Hydrops fetalis,OMIM:613610,613610,0080804
1500,HP:0001714,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,Ventricular hypertrophy,OMIM:613610,613610,0080804
1501,HP:0001561,Polyhydramnios,C0020224,Polyhydramnios,Polyhydramnios,OMIM:613610,613610,0080804
1502,HP:0001561,Polyhydramnios,DOID:8488,polyhydramnios,Polyhydramnios,OMIM:613610,613610,0080804
1503,HP:0001712,Left ventricular hypertrophy,C0149721,Left ventricular hypertrophy,Left ventricular hypertrophy,OMIM:613610,613610,0080804
1504,HP:0000969,Edema,D004487,Edema,Edema,OMIM:613610,613610,0080804
1505,HP:0001941,Acidosis,C0001122,Acidosis,Acidosis,OMIM:613610,613610,0080804
1506,HP:0001655,Patent foramen ovale,DOID:13620,patent foramen ovale,Patent foramen ovale,OMIM:613610,613610,0080804
1507,HP:0000973,Cutis laxa,C0010495,Cutis laxa,Cutis laxa,OMIM:613610,613610,0080804
1508,HP:0000973,Cutis laxa,DOID:3144,cutis laxa,Cutis laxa,OMIM:613610,613610,0080804
1509,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:136140,136140,0111358
1510,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:136140,136140,0111358
1511,HP:0100543,Cognitive impairment,C0338656,Cognitive impairment,Cognitive impairment,OMIM:136140,136140,0111358
1512,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,OMIM:136140,136140,0111358
1513,HP:0002608,Celiac disease,DOID:10608,celiac disease,Celiac disease,OMIM:136140,136140,0111358
1514,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:136140,136140,0111358
1515,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:136140,136140,0111358
1516,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:136140,136140,0111358
1517,HP:0000796,Urethral obstruction,C0041972,Urethral obstruction,Urethral obstruction,OMIM:136140,136140,0111358
1518,HP:0000796,Urethral obstruction,DOID:12577,urethral obstruction,Urethral obstruction,OMIM:136140,136140,0111358
1519,HP:0000047,Hypospadias,DOID:10892,hypospadias,Hypospadias,OMIM:136140,136140,0111358
1520,HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia,OMIM:136140,136140,0111358
1521,HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Umbilical hernia,OMIM:136140,136140,0111358
1522,HP:0012871,Varicocele,C0042341,Varicocele,Varicocele,OMIM:136140,136140,0111358
1523,HP:0012871,Varicocele,DOID:12337,varicocele,Varicocele,OMIM:136140,136140,0111358
1524,HP:0000388,Otitis media,C0029882,Otitis media,Otitis media,OMIM:136140,136140,0111358
1525,HP:0000388,Otitis media,DOID:10754,otitis media,Otitis media,OMIM:136140,136140,0111358
1526,HP:0000126,Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis,OMIM:136140,136140,0111358
1527,HP:0000126,Hydronephrosis,DOID:11111,hydronephrosis,Hydronephrosis,OMIM:136140,136140,0111358
1528,HP:0001007,Hirsutism,C0019572,Hirsutism,Hirsutism,OMIM:136140,136140,0111358
1529,HP:0001007,Hirsutism,D006628,Hirsutism,Hirsutism,OMIM:136140,136140,0111358
1530,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,OMIM:136140,136140,0111358
1531,HP:0000121,Nephrocalcinosis,C0027709,Nephrocalcinosis,Nephrocalcinosis,OMIM:136140,136140,0111358
1532,HP:0000121,Nephrocalcinosis,DOID:12679,nephrocalcinosis,Nephrocalcinosis,OMIM:136140,136140,0111358
1533,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,OMIM:136140,136140,0111358
1534,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:300855,300855,0050781
1535,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:300855,300855,0050781
1536,HP:0001649,Tachycardia,C0039231,Tachycardia,Tachycardia,OMIM:300855,300855,0050781
1537,HP:0002059,Cerebral atrophy,C0235946,Cerebral atrophy,Cerebral atrophy,OMIM:300855,300855,0050781
1538,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:300855,300855,0050781
1539,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:300855,300855,0050781
1540,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,OMIM:300855,300855,0050781
1541,HP:0001276,Hypertonia,C0026826,Hypertonia,Hypertonia,OMIM:300855,300855,0050781
1542,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:300855,300855,0050781
1543,HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,Ventricular septal defect,OMIM:300855,300855,0050781
1544,HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Ventricular septal defect,OMIM:300855,300855,0050781
1545,HP:0004308,Ventricular arrhythmia,C0085612,Ventricular arrhythmia,Ventricular arrhythmia,OMIM:300855,300855,0050781
1546,HP:0004756,Ventricular tachycardia,C0042514,Ventricular tachycardia,Ventricular tachycardia,OMIM:300855,300855,0050781
1547,HP:0004755,Supraventricular tachycardia,C0039240,Supraventricular tachycardia,Supraventricular tachycardia,OMIM:300855,300855,0050781
1548,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:300855,300855,0050781
1549,HP:0000733,Stereotypy,C0038273,Stereotypy,Stereotypy,OMIM:300855,300855,0050781
1550,HP:0001664,Torsade de pointes,C0040479,Torsade de pointes,Torsade de pointes,OMIM:300855,300855,0050781
1551,HP:0011675,Arrhythmia,C0003811,Arrhythmia,Arrhythmia,OMIM:300855,300855,0050781
1552,HP:0006682,Ventricular extrasystoles,C0151636,Ventricular extrasystoles,Ventricular extrasystoles,OMIM:300855,300855,0050781
1553,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,OMIM:300855,300855,0050781
1554,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,OMIM:300855,300855,0050781
1555,HP:0000973,Cutis laxa,C0010495,Cutis laxa,Cutis laxa,OMIM:300855,300855,0050781
1556,HP:0000973,Cutis laxa,DOID:3144,cutis laxa,Cutis laxa,OMIM:300855,300855,0050781
1557,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:300855,300855,0050781
1558,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:300855,300855,0050781
1559,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:615582,615582,0070236
1560,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:615582,615582,0070236
1561,HP:0000767,Pectus excavatum,C0016842,Pectus excavatum,Pectus excavatum,OMIM:615582,615582,0070236
1562,HP:0002036,Hiatus hernia,C3489393,Hiatus hernia,Hiatus hernia,OMIM:615582,615582,0070236
1563,HP:0002036,Hiatus hernia,DOID:12642,hiatus hernia,Hiatus hernia,OMIM:615582,615582,0070236
1564,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:615582,615582,0070236
1565,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:615582,615582,0070236
1566,HP:0100633,Esophagitis,DOID:11963,esophagitis,Esophagitis,OMIM:615582,615582,0070236
1567,HP:0100633,Esophagitis,C0014868,Oesophagitis,Esophagitis,OMIM:615582,615582,0070236
1568,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:615582,615582,0070236
1569,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,OMIM:615582,615582,0070236
1570,HP:0003302,Spondylolisthesis,DOID:6682,spondylolisthesis,Spondylolisthesis,OMIM:615582,615582,0070236
1571,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:615582,615582,0070236
1572,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:615582,615582,0070236
1573,HP:0012727,Thoracic aortic aneurysm,DOID:14004,thoracic aortic aneurysm,Thoracic aortic aneurysm,OMIM:615582,615582,0070236
1574,HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,Ventricular septal defect,OMIM:615582,615582,0070236
1575,HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Ventricular septal defect,OMIM:615582,615582,0070236
1576,HP:0001369,Arthritis,C0003864,Arthritis,Arthritis,OMIM:615582,615582,0070236
1577,HP:0001369,Arthritis,DOID:848,arthritis,Arthritis,OMIM:615582,615582,0070236
1578,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,OMIM:615582,615582,0070236
1579,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,OMIM:615582,615582,0070236
1580,HP:0003764,Nevus,C0027960,Nevus,Nevus,OMIM:615582,615582,0070236
1581,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:615582,615582,0070236
1582,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,OMIM:615582,615582,0070236
1583,HP:0001883,Talipes,C1301937,Talipes,Talipes,OMIM:615582,615582,0070236
1584,HP:0004942,Aortic aneurysm,C0003486,Aortic aneurysm,Aortic aneurysm,OMIM:615582,615582,0070236
1585,HP:0004942,Aortic aneurysm,DOID:3627,aortic aneurysm,Aortic aneurysm,OMIM:615582,615582,0070236
1586,HP:0002758,Osteoarthritis,C0029408,Osteoarthritis,Osteoarthritis,OMIM:615582,615582,0070236
1587,HP:0002758,Osteoarthritis,DOID:8398,osteoarthritis,Osteoarthritis,OMIM:615582,615582,0070236
1588,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:615582,615582,0070236
1589,HP:0002647,Aortic dissection,C0340643,Aortic dissection,Aortic dissection,OMIM:615582,615582,0070236
1590,HP:0002647,Aortic dissection,DOID:0080685,aortic dissection,Aortic dissection,OMIM:615582,615582,0070236
1591,HP:0000185,Cleft soft palate,DOID:0110214,cleft soft palate,Cleft soft palate,OMIM:615582,615582,0070236
1592,HP:0004386,Gastrointestinal inflammation,C1535950,Gastrointestinal inflammation,Gastrointestinal inflammation,OMIM:615582,615582,0070236
1593,HP:0001655,Patent foramen ovale,DOID:13620,patent foramen ovale,Patent foramen ovale,OMIM:615582,615582,0070236
1594,HP:0000023,Inguinal hernia,C0019294,Inguinal hernia,Inguinal hernia,OMIM:122470,122470,0080505
1595,HP:0000023,Inguinal hernia,DOID:0060320,inguinal hernia,Inguinal hernia,OMIM:122470,122470,0080505
1596,HP:0000483,Astigmatism,DOID:11782,astigmatism,Astigmatism,OMIM:122470,122470,0080505
1597,HP:0000093,Proteinuria,C0033687,Proteinuria,Proteinuria,OMIM:122470,122470,0080505
1598,HP:0000093,Proteinuria,D011507,Proteinuria,Proteinuria,OMIM:122470,122470,0080505
1599,HP:0000093,Proteinuria,DOID:576,proteinuria,Proteinuria,OMIM:122470,122470,0080505
1600,HP:0002036,Hiatus hernia,C3489393,Hiatus hernia,Hiatus hernia,OMIM:122470,122470,0080505
1601,HP:0002036,Hiatus hernia,DOID:12642,hiatus hernia,Hiatus hernia,OMIM:122470,122470,0080505
1602,HP:0001276,Hypertonia,C0026826,Hypertonia,Hypertonia,OMIM:122470,122470,0080505
1603,HP:0002090,Pneumonia,C0032285,Pneumonia,Pneumonia,OMIM:122470,122470,0080505
1604,HP:0002090,Pneumonia,DOID:552,pneumonia,Pneumonia,OMIM:122470,122470,0080505
1605,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:122470,122470,0080505
1606,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:122470,122470,0080505
1607,HP:0000076,Vesicoureteral reflux,DOID:9620,vesicoureteral reflux,Vesicoureteral reflux,OMIM:122470,122470,0080505
1608,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:122470,122470,0080505
1609,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:122470,122470,0080505
1610,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:122470,122470,0080505
1611,HP:0000107,Renal cyst,C2173677,Renal cyst,Renal cyst,OMIM:122470,122470,0080505
1612,HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,Ventricular septal defect,OMIM:122470,122470,0080505
1613,HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Ventricular septal defect,OMIM:122470,122470,0080505
1614,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,OMIM:122470,122470,0080505
1615,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,OMIM:122470,122470,0080505
1616,HP:0009829,Phocomelia,C0031575,Phocomelia,Phocomelia,OMIM:122470,122470,0080505
1617,HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,Hypertrichosis,OMIM:122470,122470,0080505
1618,HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Hypertrichosis,OMIM:122470,122470,0080505
1619,HP:0410030,Cleft lip,C0008924,Cleft lip,Cleft lip,OMIM:122470,122470,0080505
1620,HP:0410030,Cleft lip,DOID:9296,cleft lip,Cleft lip,OMIM:122470,122470,0080505
1621,HP:0000089,Renal hypoplasia,DOID:0080204,renal hypoplasia,Renal hypoplasia,OMIM:122470,122470,0080505
1622,HP:0100790,Hernia,C0019270,Hernia,Hernia,OMIM:122470,122470,0080505
1623,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,OMIM:122470,122470,0080505
1624,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,OMIM:122470,122470,0080505
1625,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,OMIM:122470,122470,0080505
1626,HP:0000047,Hypospadias,DOID:10892,hypospadias,Hypospadias,OMIM:122470,122470,0080505
1627,HP:0002021,Pyloric stenosis,C0034194,Pyloric stenosis,Pyloric stenosis,OMIM:122470,122470,0080505
1628,HP:0002021,Pyloric stenosis,DOID:12639,pyloric stenosis,Pyloric stenosis,OMIM:122470,122470,0080505
1629,HP:0100716,Self-injurious behavior,C0085271,Self injurious behaviour,Self-injurious behavior,OMIM:122470,122470,0080505
1630,HP:0000648,Optic atrophy,C0029124,Optic atrophy,Optic atrophy,OMIM:122470,122470,0080505
1631,HP:0000648,Optic atrophy,DOID:5723,optic atrophy,Optic atrophy,OMIM:122470,122470,0080505
1632,HP:0000589,Coloboma,DOID:12270,coloboma,Coloboma,OMIM:122470,122470,0080505
1633,HP:0000388,Otitis media,C0029882,Otitis media,Otitis media,OMIM:122470,122470,0080505
1634,HP:0000388,Otitis media,DOID:10754,otitis media,Otitis media,OMIM:122470,122470,0080505
1635,HP:0001159,Syndactyly,C0039075,Syndactyly,Syndactyly,OMIM:122470,122470,0080505
1636,HP:0001159,Syndactyly,DOID:11193,syndactyly,Syndactyly,OMIM:122470,122470,0080505
1637,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:122470,122470,0080505
1638,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:122470,122470,0080505
1639,HP:0000545,Myopia,C0027092,Myopia,Myopia,OMIM:122470,122470,0080505
1640,HP:0000545,Myopia,DOID:11830,myopia,Myopia,OMIM:122470,122470,0080505
1641,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,OMIM:122470,122470,0080505
1642,HP:0000453,Choanal atresia,DOID:9574,choanal atresia,Choanal atresia,OMIM:122470,122470,0080505
1643,HP:0001007,Hirsutism,C0019572,Hirsutism,Hirsutism,OMIM:122470,122470,0080505
1644,HP:0001007,Hirsutism,D006628,Hirsutism,Hirsutism,OMIM:122470,122470,0080505
1645,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,OMIM:122470,122470,0080505
1646,HP:0000776,Congenital diaphragmatic hernia,C0235833,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia,OMIM:122470,122470,0080505
